category,product,description,group,brand,price,price_uom,price_per
C,476103,Back-Pack Hi-Vis Yellow ,FE11  ,Own-Brand:Arco,21.04,EA ,1
C,476101,Cargo-Bag Hi-Vis Yellow ,FE11  ,Own-Brand:Arco,24.22,EA ,1
C,476550,Kit Bag Navy/Red,FE11  ,Own-Brand:Arco,14.19,EA ,1
C,55E1505,Locker Clean/Dirty 1800mm x 450mm x 450mm Dark Blue,FE11  ,Own-Brand:Arco,151.82,EA ,1
C,55E2805,Locker Standard 1 Tier 1800mm x 300mm x 300mm Dark Blue,FE11  ,Own-Brand:Arco,93.93,EA ,1
C,55E4301,Locker Standard 6 Tier 1800mm x 300mm x 450mm Grey,FE11  ,Own-Brand:Arco,189.72,EA ,1
C,5578130,Padlock Brass Keyed to Differ 30mm,FE11  ,Own-Brand:Arco,5.35,EA ,1
C,5575000,Padlock Brass Keyed to Differ 40mm,FE11  ,Own-Brand:Arco,7.37,EA ,1
C,5578150,Padlock Brass Keyed to Differ 50mm,FE11  ,Own-Brand:Arco,11.04,EA ,1
C,5575100,Padlock Brass Keyed to Differ Long Shackle 40mm,FE11  ,Own-Brand:Arco,8.64,EA ,1
C,475800,SecuBox Maxi Storage Unit Blue,FE11  ,Own-Brand:Arco,47.08,EA ,1
C,4527605,Storage-Cabinet Hazardous Substance 3 Shelves 1905mm x 915mm x 505mm,FE11  ,Own-Brand:Arco,434.91,EA ,1
C,4527603,Storage-Cabinet Hazardous Substance with 1 Shelf 1070mm x 477mm x 505mm,FE11  ,Own-Brand:Arco,214.39,EA ,1
C,4527604,Storage-Cabinet Hazardous Substance with 1 Shelf 1070mm x 915mm x 505mm,FE11  ,Own-Brand:Arco,316.77,EA ,1
C,4527600,Storage-Cabinet Hazardous Substance with 1 Shelf 770mm x 450mm x 300mm,FE11  ,Own-Brand:Arco,208.86,EA ,1
C,4527602,Storage-Cabinet Hazardous Substance with 1 Shelf 790mm x 915mm x 505mm,FE11  ,Own-Brand:Arco,286.32,EA ,1
C,4527610,Storage-Cabinet Hazardous Substance with 2 Shelves 1070mm x 915mm x 505mm,FE11  ,Own-Brand:Arco,401.77,EA ,1
C,55E5403,Storage-Cabinet PPE General With 3 Shelves 1820mm high x 915mm wide x 505mm deep,FE11  ,Own-Brand:Arco,336.75,EA ,1
C,3178637,Van Box 930mm x 590mm x 480mm,FE11  ,Own-Brand:Arco,164.95,EA ,1
C,5536101,Folding-Trolley Large,FE12  ,Own-Brand:Arco,78.32,EA ,1
C,5536100,Folding-Trolley Small,FE12  ,Own-Brand:Arco,46.61,EA ,1
C,5535804,Sack-Truck Dual Format HT1842 250kg,FE12  ,Own-Brand:Arco,52.76,EA ,1
C,5535803,Sack-Truck Heavy-Duty HT1830 200kg,FE12  ,Own-Brand:Arco,34.96,EA ,1
C,5535802,Sack-Truck Medium Duty HT1565 100kg,FE12  ,Own-Brand:Arco,26.25,EA ,1
C,5535800,Sack-Truck P Handle HDT600 250kg,FE12  ,Own-Brand:Arco,34.82,EA ,1
C,5533401,Sack-Truck Premier BC149 200kg,FE12  ,Own-Brand:Arco,126.9,EA ,1
C,5533101,Sack-Truck Premier BC157 300kg,FE12  ,Own-Brand:Arco,147.31,EA ,1
C,5535805,Sack-Truck Stair Climber HT1310 120kg,FE12  ,Own-Brand:Arco,58.4,EA ,1
C,637509,Boot Safety Chukka Black,FW02  ,Own-Brand:Arco,30.29,PRS,1
C,666109,Boot Safety Chukka Metatarsal Black,FW02  ,Own-Brand:Arco,51.39,PRS,1
C,647609,Boot Safety Chukka with Midsole Black S3,FW02  ,Own-Brand:Arco,45.58,PRS,1
C,637609,Boot Safety Chukka With Steel Midsole Black ,FW02  ,Own-Brand:Arco,31.3,PRS,1
C,6M2109,Boot Safety Cold Store,FW02  ,Own-Brand:Arco,54.25,PRS,1
C,6M3509,Boot Safety Dealer Black ,FW02  ,Own-Brand:Arco,39.07,PRS,1
C,607210,Boot Safety External Cap Black,FW02  ,Own-Brand:Arco,50.99,PRS,1
C,6M8809,Boot Safety Internal Metguard ,FW02  ,Own-Brand:Arco,65.99,PRS,1
C,648009,Boot Safety RC Chukka c/w Rubber Cap and Midsole Black,FW02  ,Own-Brand:Arco,48.54,PRS,1
C,6M8509,Shoe Brogue Mens Occupational Black,FW02  ,Own-Brand:Arco,56.99,PRS,1
C,6M3409,Shoe Safety Boat Black,FW02  ,Own-Brand:Arco,38.99,PRS,1
C,6M3309,Shoe Safety Brogue Black ,FW02  ,Own-Brand:Arco,37.99,PRS,1
C,6M3009,Shoe Safety Oxford Black ,FW02  ,Own-Brand:Arco,37.99,PRS,1
C,6M3109,Shoe Safety Plain Front Black ,FW02  ,Own-Brand:Arco,37.99,PRS,1
C,6M3209,Shoe Safety Slip-On Black ,FW02  ,Own-Brand:Arco,37.99,PRS,1
C,6H8106,Shoe Safety Women's Black ,FW02  ,Own-Brand:Arco,32.86,PRS,1
C,6M8406,Shoe Womens Occupational Black,FW02  ,Own-Brand:Arco,53.72,PRS,1
C,6G9706,Women's Black Safety Shoe,FW02  ,Own-Brand:Arco,35.95,PRS,1
C,2647300,Socks Task Force Black ,FW03  ,Own-Brand:Arco,5.7,PRS,1
C,2647200,Stockings Boot 17in,FW03  ,Own-Brand:Arco,8.85,PRS,1
C,1510100,Dispenser Glove Disposable ,GL01  ,Own-Brand:Arco,8.65,EA ,1
C,1352019,Gauntlet Double Dipped 27cm PVC Green ,GL01  ,Own-Brand:Arco,29.68,PAK,1
C,1352120,Gauntlet Double Dipped 35cm PVC Green ,GL01  ,Own-Brand:Arco,40.83,PAK,1
C,1352219,Gauntlet Heavyweight 35cm PVC Clear,GL01  ,Own-Brand:Arco,34.63,PAK,1
C,1351519,Gauntlet Lightweight 27cm PVC Red ,GL01  ,Own-Brand:Arco,21.96,PAK,1
C,1351619,Gauntlet Lightweight 35cm PVC Red ,GL01  ,Own-Brand:Arco,25.56,PAK,1
C,14A2810,Gauntlet Thermal Neoprene ,GL01  ,Own-Brand:Arco,9.03,PRS,1
C,14A0605,Glove Chemical Nitrile Green ,GL01  ,Own-Brand:Arco,29.59,BOX,1
C,1450305,Glove Disposable Powder-Free Vinyl Blue Bag-of-100 pairs,GL01  ,Own-Brand:Arco,6.5,BAG,1
C,14A0405,Glove Heavyweight Chemical Latex Black 12 pairs,GL01  ,Own-Brand:Arco,30.15,BOX,1
C,1424209,Glove Household Latex Blue ,GL01  ,Own-Brand:Arco,0.53,PRS,1
C,14A0909,Glove Lightweight Chemical Nitrile ,GL01  ,Own-Brand:Arco,9.88,PAK,1
C,14A0105,Glove Lightweight General Duty Latex Yellow ,GL01  ,Own-Brand:Arco,9.34,BOX,1
C,1258800,Gauntlet Welder 16in Premium Leather Red ,GL02  ,Own-Brand:Arco,6.81,PRS,1
C,1259000,Gauntlet Welder 16in Premium Leather Yellow ,GL02  ,Own-Brand:Arco,10.5,PRS,1
C,1255700,Gauntlet Welder Hide Leather Brown ,GL02  ,Own-Brand:Arco,11.63,PRS,1
C,1200310,Gauntlet Welder Split Leather Red,GL02  ,Own-Brand:Arco,5.01,PRS,1
C,1200100,Gauntlet Welder Split Leather White,GL02  ,Own-Brand:Arco,8.26,PRS,1
C,1200610,Gauntlet Welder Tig Sheepskin ,GL02  ,Own-Brand:Arco,6.39,PRS,1
C,1230100,Glove Chrome Leather Palm Knitted Wrist Cotton 12 pairs,GL02  ,Own-Brand:Arco,14.85,PAK,1
C,1211610,Glove Coldstore Insulated Hide Elasticated Wrist,GL02  ,Own-Brand:Arco,21.98,PRS,1
C,14A2509,Glove Cut-Resistant Fingerless 3 Digit PU ,GL02  ,Own-Brand:Arco,8.03,PRS,1
C,1233800,Glove Drill Reversible Cotton ,GL02  ,Own-Brand:Arco,8.39,PAK,1
C,1255610,Glove Driver Lined Leather,GL02  ,Own-Brand:Arco,16.88,PRS,1
C,1266400,Glove Driver Lined Soft Leather Grain Mens,GL02  ,Own-Brand:Arco,9.49,PRS,1
C,1266500,Glove Driver Lined Soft Leather Grain Womens,GL02  ,Own-Brand:Arco,6.33,PRS,1
C,1255800,Glove Driver Unlined Leather,GL02  ,Own-Brand:Arco,14.27,PRS,1
C,1207510,Glove Elasticated Cuff Cowhide,GL02  ,Own-Brand:Arco,9.62,PRS,1
C,1237200,Glove Fourchette Bleached White 12 pairs,GL02  ,Own-Brand:Arco,12.8,PAK,1
C,1237500,Glove Fourchette Bleached White Nylon 12 pairs,GL02  ,Own-Brand:Arco,21.39,PAK,1
C,1233100,Glove Jersey Knitted 12 pairs,GL02  ,Own-Brand:Arco,6.05,PAK,1
C,1255500,Glove Knitwrist Split Leather ,GL02  ,Own-Brand:Arco,5.53,PRS,1
C,1232100,Glove Knitwrist Terry Towelling ,GL02  ,Own-Brand:Arco,15.33,PAK,1
C,1214400,Glove Liner Cotton Stockinette Food 300 Pairs ,GL02  ,Own-Brand:Arco,44.46,BOX,1
C,14T0505,Glove Mechanics Grasp ,GL02  ,Own-Brand:Arco,12.11,PRS,1
C,1231100,Glove Polka Dot Cotton Mens 12 pairs,GL02  ,Own-Brand:Arco,18.46,PAK,1
C,12B0205,Glove PVC Microdot Cotton,GL02  ,Own-Brand:Arco,13.48,PAK,1
C,1255300,Glove Rigger Hide Leather ,GL02  ,Own-Brand:Arco,13.3,PRS,1
C,1221000,Glove Rigger Insulated Hide ,GL02  ,Own-Brand:Arco,18.11,PRS,1
C,1255200,Glove Rigger Reinforced Split Leather ,GL02  ,Own-Brand:Arco,7.24,PRS,1
C,1266100,Glove Rigger Soft Leather Grain Leather Mens,GL02  ,Own-Brand:Arco,4.58,PRS,1
C,1266200,Glove Rigger Soft Leather Grain Womens ,GL02  ,Own-Brand:Arco,4.26,PRS,1
C,1255100,Glove Rigger Split Leather ,GL02  ,Own-Brand:Arco,6.28,PRS,1
C,1266300,Glove Rigger Split Leather Mens,GL02  ,Own-Brand:Arco,3.34,PRS,1
C,1232800,Glove Stockinette Knitwrist 12 pairs,GL02  ,Own-Brand:Arco,6.05,PAK,1
C,1232900,Glove Stockinette Knitwrist Womens,GL02  ,Own-Brand:Arco,6.05,PAK,1
C,1232600,Glove Stockinette Open Cuff 12 pairs,GL02  ,Own-Brand:Arco,6.05,PAK,1
C,1232700,Glove Stockinette Open Cuff Womens,GL02  ,Own-Brand:Arco,6.05,PAK,1
C,1221200,Glove Superior Hide Leather ,GL02  ,Own-Brand:Arco,7.47,PRS,1
C,12B1500,Glove Superior Leather Blue ,GL02  ,Own-Brand:Arco,2.53,PRS,1
C,1221500,Glove Superior Leather Green,GL02  ,Own-Brand:Arco,2.39,PRS,1
C,14T5709,Gauntlet Cut-Resistant Neoprene ,GL03  ,Own-Brand:Arco,15.83,PRS,1
C,14A1709,Glove Aqua Knitwrist PU 12 pairs,GL03  ,Own-Brand:Arco,47.04,PAK,1
C,12T5400,Glove Chill Fleece-Lined Thinsulate ,GL03  ,Own-Brand:Arco,3.39,PRS,1
C,12T5300,Glove Chill Knitted Dotted PVC ,GL03  ,Own-Brand:Arco,4.39,PRS,1
C,14C0110,Glove Coldstore Hide Thinsulate Lined,GL03  ,Own-Brand:Arco,24.72,PRS,1
C,1234300,Glove Crisscross PVC Mens,GL03  ,Own-Brand:Arco,1.13,PRS,1
C,14A1309,Glove Cut-Resistant Knitwrist PU coating 12 Pairs ,GL03  ,Own-Brand:Arco,102.45,PAK,1
C,14T4109,Glove Cut-Resistant Palm and Tip Coated Leather ,GL03  ,Own-Brand:Arco,12.63,PRS,1
C,1275105,Glove Fast Grip Dotted Navy ,GL03  ,Own-Brand:Arco,2.05,PRS,1
C,1275209,Glove Fast Grip Double Dotted Ambidextrous,GL03  ,Own-Brand:Arco,2.27,PRS,1
C,1275309,Glove Fast Grip Thermal Dotted ,GL03  ,Own-Brand:Arco,2.2,PRS,1
C,14A1009,Glove Fine-Handling Knitwrist PU 12 Pairs ,GL03  ,Own-Brand:Arco,27.4,PAK,1
C,14A2209,Glove Glass Fibre PU ,GL03  ,Own-Brand:Arco,5.99,PRS,1
C,14A1109,Glove Knit Wrist Nitrile 12 pairs,GL03  ,Own-Brand:Arco,34.63,PAK,1
C,14A1209,Glove Knitwrist Foam Nittile 12 pairs,GL03  ,Own-Brand:Arco,38.11,PAK,1
C,14A1409,Glove Knitwrist Kevlar 12 pairs,GL03  ,Own-Brand:Arco,50.07,PAK,1
C,14NP805,Glove Knitwrist Mixed Fibre White 600 grms,GL03  ,Own-Brand:Arco,0.41,PRS,1
C,1234905,Glove Latex Coated Kevlar,GL03  ,Own-Brand:Arco,99.8,PAK,1
C,12T5500,Glove Liner Chill Knitted Polyester,GL03  ,Own-Brand:Arco,1,PRS,1
C,1235309,Glove Lycra Black Latex-Coated,GL03  ,Own-Brand:Arco,1.57,PRS,1
C,1234805,Glove Thermo Knitwrist Latex 12 pairs,GL03  ,Own-Brand:Arco,50.13,PAK,1
C,1407300,Mitt Bakers Black Ambidextrous ,GL03  ,Own-Brand:Arco,21.01,PRS,1
C,1E2000,Respirator FFP1 Cupped Premium Box-of-20,PP01  ,Own-Brand:Arco,18.1,BOX,1
C,1E0200,Respirator FFP2 Dust Box-of-20 ,PP01  ,Own-Brand:Arco,31.2,BOX,1
C,1E0300,Respirator FFP2 Valved Dust Box-of-20,PP01  ,Own-Brand:Arco,41.12,BOX,1
C,1E2300,Respirator FFP2V Cupped Box-of-10 ,PP01  ,Own-Brand:Arco,21.73,BOX,1
C,1E0400,Respirator FFP3 Valved Dust/Mist Box-of-20,PP01  ,Own-Brand:Arco,78,BOX,1
C,1E2500,Respirator FFP3V Cupped Valved Box-of-5,PP01  ,Own-Brand:Arco,20.57,BOX,1
C,1A8100,Respirator P1 Dust Box-of-20,PP01  ,Own-Brand:Arco,14.33,BOX,1
C,1E2100,Respirator P1 Valved Cupped Box-of-10 ,PP01  ,Own-Brand:Arco,15.83,BOX,1
C,1A8800,Respirator P1 Valved Dust Box-of-10 ,PP01  ,Own-Brand:Arco,13.75,BOX,1
C,1E2700,Respirator P1 Valved Fold Flat Box-of-20,PP01  ,Own-Brand:Arco,32.9,BOX,1
C,1E2200,Respirator P2 Cupped Premium Box-of-20,PP01  ,Own-Brand:Arco,27.18,BOX,1
C,1A8300,Respirator P2 Dust/Mist Box-of-20,PP01  ,Own-Brand:Arco,16.98,BOX,1
C,1E2400,Respirator P2 Valved Cupped Welding Box-of-5,PP01  ,Own-Brand:Arco,21.85,BOX,1
C,1A9200,Respirator P2 Valved Dust/Mist Box-of-10 ,PP01  ,Own-Brand:Arco,15.22,BOX,1
C,1E2900,Respirator P2 Valved Fold Flat Premium Box-of-20,PP01  ,Own-Brand:Arco,48.85,BOX,1
C,1AB100,Respirator P2 Valved Welding Box-of-5,PP01  ,Own-Brand:Arco,17.95,BOX,1
C,1A8500,Respirator P3 Valved Dust/Mist Box-of-5,PP01  ,Own-Brand:Arco,17.26,BOX,1
C,1E3100,Respirator P3 Valved Fold Flat Premium Box-of-20,PP01  ,Own-Brand:Arco,90,BOX,1
C,1F0100,Respirator Reusable Half-Mask ,PP01  ,Own-Brand:Arco,12.95,EA ,1
C,1E1200,Test Kit Face-Fit Pack-of-6,PP01  ,Own-Brand:Arco,60.9,PAK,1
C,1E1300,Test Kit Face-Fit Sensitivity Pack-of-6,PP01  ,Own-Brand:Arco,60.9,PAK,1
C,1E1100,Test Kit Qualitative Face-Fit ,PP01  ,Own-Brand:Arco,115,EA ,1
C,297000,Ear-Muff Folding Over Head SNR28,PP03  ,Own-Brand:Arco,8.5,PRS,1
C,299000,Ear-Muff Over Head SNR22,PP03  ,Own-Brand:Arco,8.5,PRS,1
C,2E1300,Ear-Muff Over Head SNR30,PP03  ,Own-Brand:Arco,9.5,PRS,1
C,2E0400,Ear-Plug Banded 40 pairs SNR21,PP03  ,Own-Brand:Arco,55,BOX,1
C,251000,Ear-Plug Disposable Premium 200 pairs SNR34,PP03  ,Own-Brand:Arco,20,BOX,1
C,2E0300,Ear-Plug Reusable Corded 200 pairs SNR23,PP03  ,Own-Brand:Arco,85,BOX,1
C,2E0600,Ear-Plug Reusable Detectable Corded 200 pairs SNR29,PP03  ,Own-Brand:Arco,150,BOX,1
C,395000,Eyeshield Clear Lens Lightweight,PP04  ,Own-Brand:Arco,5.1,EA ,1
C,409600,Cap Baseball Bump Navy,PP05  ,Own-Brand:Arco,10.88,EA ,1
C,407100,Helmet Safety Reduced Peak White,PP05  ,Own-Brand:Arco,8.1,EA ,1
C,401100,Helmet Safety White Connect-Compatible,PP05  ,Own-Brand:Arco,5.67,EA ,1
C,400300,Helmet Safety White with Sweatband,PP05  ,Own-Brand:Arco,7.55,EA ,1
C,408800,Helmet Safety Yellow,PP05  ,Own-Brand:Arco,4.48,EA ,1
C,4A0200,Harness Safety 1 Point ,PP06  ,Own-Brand:Arco,39.06,EA ,1
C,4A0300,Harness Safety 2 Point ,PP06  ,Own-Brand:Arco,72.67,EA ,1
C,4A0400,Harness Safety 2 Point Economy ,PP06  ,Own-Brand:Arco,63.34,EA ,1
C,436900,Harness Safety Arrester Recovery  ,PP06  ,Own-Brand:Arco,91.13,EA ,1
C,4A7000,Harness Safety Comfort 2-Point ,PP06  ,Own-Brand:Arco,87.95,EA ,1
C,4A0600,Harness Safety Multi Point ,PP06  ,Own-Brand:Arco,115.69,EA ,1
C,435000,Harness Up To 44 Inch Chest,PP06  ,Own-Brand:Arco,27.3,EA ,1
C,435100,Harness with 2M Lanyard,PP06  ,Own-Brand:Arco,63.76,EA ,1
C,4A0700,Lanyard Fall-Arrest Rope 1.75m,PP06  ,Own-Brand:Arco,55.1,EA ,1
C,4A0800,Lanyard Fall-Arrest Rope Two-Tails  1.5m,PP06  ,Own-Brand:Arco,93.06,EA ,1
C,4A0500,Lanyard Fall-Arrest Scaffolders ,PP06  ,Own-Brand:Arco,65.93,EA ,1
C,433601,Lanyard Fall-Arrest Webbing Adjustable 1.75m,PP06  ,Own-Brand:Arco,48.86,EA ,1
C,437200,Lanyard Restraint Adjustable 1.5M,PP06  ,Own-Brand:Arco,30.71,EA ,1
C,440003,Lanyard Webbing Ladder 500mm,PP06  ,Own-Brand:Arco,39.07,EA ,1
C,4A0100,Restraint Belt with Adjustable Lanyard,PP06  ,Own-Brand:Arco,61.65,EA ,1
C,434000,Scaffolders Fall-Arrest Pack,PP06  ,Own-Brand:Arco,88.09,EA ,1
C,11A2000,Centrefeed-Roll 2-Ply 120m Embossed Blue 6-rolls,WP01  ,Own-Brand:Arco,15.84,PAK,1
C,1146600,Centrefeed-Roll Dispenser CFD216,WP01  ,Own-Brand:Arco,18.85,EA ,1
C,27S0005,Cleanser Hand Heavy-Duty 2L,WP01  ,Own-Brand:Arco,8.99,EA ,1
C,27S0006,Cleanser Hand Heavy-Duty 5L,WP01  ,Own-Brand:Arco,14.99,EA ,1
C,11A1100,Paper Towels Roll 1-Ply Blue 150m x 20cm 6-rolls,WP01  ,Own-Brand:Arco,26.87,PAK,1
C,11A1201,Paper Towels Roll 2-Ply Blue 110m x 21.5cm 6-rolls,WP01  ,Own-Brand:Arco,33.86,PAK,1
C,2770100,Soap Liquid Washroom 5L,WP01  ,Own-Brand:Arco,11.65,EA ,1
C,11A2900,Wipe 1/4 Fold 50cm x 30cm 6-packs-of-25,WP01  ,Own-Brand:Arco,23.75,BOX,1
C,1129100,Wipe Contract Wet Tub-of-1000,WP01  ,Own-Brand:Arco,19.63,EA ,1
C,11A0085,Centrefeed-Roll Diamond Wipe 20cm x 18cm Blue 2 Rolls-of-663-sheets,WP02  ,Own-Brand:Arco,17.95,EA ,1
C,3449005,Cleaner D'Limonene 5L,WP02  ,Own-Brand:Arco,23.11,EA ,1
C,5545305,Cleaner Floor Gel Lemon 5L,WP02  ,Own-Brand:Arco,8.24,EA ,1
C,5545905,Cleaner Hard-Surface 5L,WP02  ,Own-Brand:Arco,7.13,EA ,1
C,55FH205,Cleaner Washroom All-Purpose 5L Pack-of-4,WP02  ,Own-Brand:Arco,33.36,PAK,1
C,11A0304,Cloth Anti-Bacterial 50cm x 30cm Blue Box-of-250,WP02  ,Own-Brand:Arco,28.99,BOX,1
C,4930201,Cloth Cleaning 10kg White Vacuum-Pack Rags,WP02  ,Own-Brand:Arco,23.12,EA ,1
C,4930204,Cloth Denim 10kg Vacuum-Pack Rags,WP02  ,Own-Brand:Arco,12.25,EA ,1
C,4930205,Cloth Light Cotton Vacuum-Pack 10kg Rags,WP02  ,Own-Brand:Arco,18.29,EA ,1
C,56A5003,Cloth Microfibre Yellow 38 x 38cm Rags,WP02  ,Own-Brand:Arco,1.53,EA ,1
C,4930203,Cloth Terry Towel 10kg Vacuum-Pack Rags,WP02  ,Own-Brand:Arco,25.46,EA ,1
C,4930207,Cloth T-Shirt 10kg Vacuum-Pack Rags,WP02  ,Own-Brand:Arco,16.84,EA ,1
C,3449125,Degreaser 25L,WP02  ,Own-Brand:Arco,52.31,DR ,1
C,3449105,Degreaser 5L,WP02  ,Own-Brand:Arco,13.37,EA ,1
C,5545825,Detergent Liquid 25L,WP02  ,Own-Brand:Arco,18.95,EA ,1
C,11A0097,Diamond Roll Blue 30cm x 26cm 500 Sheets,WP02  ,Own-Brand:Arco,24.25,ROL,1
C,5540205,Disinfectant Cleaner Odourzone 5L,WP02  ,Own-Brand:Arco,12.76,EA ,1
C,4930500,Dispenser Wipe Work Cotton 5kg Box-of-140,WP02  ,Own-Brand:Arco,25.54,EA ,1
C,5540405,Floor-Care Low Foam 5L,WP02  ,Own-Brand:Arco,9.05,EA ,1
C,5540605,Polish Wax Floor 5L,WP02  ,Own-Brand:Arco,18.38,EA ,1
C,5546625,Pressure Wash Powerclean Additive 25L,WP02  ,Own-Brand:Arco,30.23,EA ,1
C,1128500,Sanisafe Disinfectant Wipes Tub-of-800,WP02  ,Own-Brand:Arco,30.16,EA ,1
C,11A2200,Scourer Contract 23cm x 15cm Pack-of-100,WP02  ,Own-Brand:Arco,21.2,PAK,1
C,5634511,Scraper Boot Contract Metal with Brushes,WP02  ,Own-Brand:Arco,17.88,EA ,1
C,5773105,Screenwash 5L,WP02  ,Own-Brand:Arco,4.42,EA ,1
C,5540325,Scrub Floor Foamless 25L,WP02  ,Own-Brand:Arco,37.31,EA ,1
C,5545401,Toilet Cleaner Bactericidal 1L,WP02  ,Own-Brand:Arco,2.09,EA ,1
C,5540725,Wash Vehicle 25L,WP02  ,Own-Brand:Arco,34.84,EA ,1
C,11A0800,Wipe 30cm x 38cm Blue Box-of-400 ,WP02  ,Own-Brand:Arco,48.95,BOX,1
C,11A0251,Wipe Anti-Bacterial Heavy-Duty 50cm x 30cm Blue Pack-of-25,WP02  ,Own-Brand:Arco,7.03,PAK,1
C,1128100,Wipe Hand Tub-of-150,WP02  ,Own-Brand:Arco,10.36,EA ,1
C,1128000,Wipe Probe Tub-of-170,WP02  ,Own-Brand:Arco,3.76,EA ,1
C,1128600,Wipe Sanisafe Disinfectant Refill Pack-of-800 ,WP02  ,Own-Brand:Arco,23.89,BAG,1
C,1128300,Wipe Sanisafe Disinfectant Wipes Tub-of-500 ,WP02  ,Own-Brand:Arco,22.63,EA ,1
C,1128301,Wipe Sanisafe Sanitisation QRD Pack-of-800,WP02  ,Own-Brand:Arco,30.16,BAG,1
C,1128200,Wipe Surface Tub-of-150,WP02  ,Own-Brand:Arco,8.8,EA ,1
C,11A3800,Wipe Wet Disinfectant Sanisafe Blue Tub-of-500,WP02  ,Own-Brand:Arco,24.41,EA ,1
C,5656007,Chemical-Boom 12cm x 3m,WP03  ,Own-Brand:Arco,42.4,EA ,1
C,5656003,Chemical-Roll 50cm x 40m,WP03  ,Own-Brand:Arco,106,EA ,1
C,4F0600,Dispenser Body-Fluids Single Application ,WP03  ,Own-Brand:Arco,16.47,EA ,1
C,4F0400,Dispenser Burns Compact ,WP03  ,Own-Brand:Arco,19.78,EA ,1
C,4F7000,Dispenser Burns Standard ,WP03  ,Own-Brand:Arco,51.6,EA ,1
C,379800,Dispenser Eyewash Standard ,WP03  ,Own-Brand:Arco,33.66,EA ,1
C,445000,Dispenser First-Aid Standard 10 ,WP03  ,Own-Brand:Arco,31.3,EA ,1
C,445100,Dispenser First-Aid Standard 20 ,WP03  ,Own-Brand:Arco,44.58,EA ,1
C,4F0800,Dispenser First-Aid Van & Truck ,WP03  ,Own-Brand:Arco,18.31,EA ,1
C,5656500,Drain-Cover Set,WP03  ,Own-Brand:Arco,122.08,EA ,1
C,4F5000,Dressing Large 1036033 Pack-of-6,WP03  ,Own-Brand:Arco,5.9,EA ,1
C,4F5100,Dressing Medium 1036034 Pack-of-6,WP03  ,Own-Brand:Arco,5.32,EA ,1
C,4522122,Extinguisher CO2 Safe Horn 2kg ,WP03  ,Own-Brand:Arco,90,EA ,1
C,4F7700,Eyewash Pods Saline 20 ml Pack-of-25,WP03  ,Own-Brand:Arco,21.78,PAK,1
C,380800,Eyewash Pods SteriFlow 20ml Pack-of-10,WP03  ,Own-Brand:Arco,11.81,PAK,1
C,380200,Eyewash Refill 500 ml,WP03  ,Own-Brand:Arco,4.42,EA ,1
C,380100,Eyewash Station,WP03  ,Own-Brand:Arco,33.95,EA ,1
C,4501244,Fire-Blanket to BS EN 1869 in Red PVC Box 1.2m x 1.2m,WP03  ,Own-Brand:Arco,22,EA ,1
C,4501264,Fire-Blanket to BS EN 1869 in Red PVC Box 1.8m x 1.2m,WP03  ,Own-Brand:Arco,33,EA ,1
C,4501233,Fire-Blanket to BS EN 1869 in Red PVC Box 1m x 1m,WP03  ,Own-Brand:Arco,20,EA ,1
C,4522150,Fire-Extinguisher Carbon Dioxide 5kg ,WP03  ,Own-Brand:Arco,130,EA ,1
C,4522220,Fire-Extinguisher Dry Powder 2kg ,WP03  ,Own-Brand:Arco,40,EA ,1
C,4522260,Fire-Extinguisher Dry Powder 6kg ,WP03  ,Own-Brand:Arco,70,EA ,1
C,4522290,Fire-Extinguisher Dry Powder 9kg ,WP03  ,Own-Brand:Arco,80,EA ,1
C,4520810,Fire-Extinguisher Stored Pressure Dry Powder Domestic & Leisure 1KG,WP03  ,Own-Brand:Arco,17.5,EA ,1
C,4522360,Fire-Extinguisher Stored Pressure Foam 6L,WP03  ,Own-Brand:Arco,60,EA ,1
C,4522390,Fire-Extinguisher Stored Pressure Foam 9L,WP03  ,Own-Brand:Arco,70,EA ,1
C,4522490,Fire-Extinguisher Stored Pressure Water 9L,WP03  ,Own-Brand:Arco,68,EA ,1
C,4522466,Fire-Extinguisher Water 6L,WP03  ,Own-Brand:Arco,60,EA ,1
C,4F0300,First-Aid Dispenser General Purpose ,WP03  ,Own-Brand:Arco,13.28,EA ,1
C,446500,First-Aid Dispenser Premier 10 ,WP03  ,Own-Brand:Arco,62,EA ,1
C,446600,First-Aid Dispenser Premier 20 ,WP03  ,Own-Brand:Arco,73.83,EA ,1
C,449300,First-Aid Kit General Purpose ,WP03  ,Own-Brand:Arco,13.59,EA ,1
C,442575,First-Aid Kit Premier BS 8599-1 Large,WP03  ,Own-Brand:Arco,75,EA ,1
C,442550,First-Aid Kit Premier BS 8599-1 Medium,WP03  ,Own-Brand:Arco,65,EA ,1
C,442525,First-Aid Kit Premier BS 8599-1 Small,WP03  ,Own-Brand:Arco,55,EA ,1
C,451000,First-Aid Kit Public Service Vehicle ,WP03  ,Own-Brand:Arco,17.42,EA ,1
C,449200,First-Aid Kit Travel for One Person,WP03  ,Own-Brand:Arco,9.16,EA ,1
C,449100,First-Aid Kit Van & Truck ,WP03  ,Own-Brand:Arco,17.71,EA ,1
C,445400,First-Aid Refill General,WP03  ,Own-Brand:Arco,13.59,EA ,1
C,4F0700,First-Aid/Eyewash Dispenser Premier Combination ,WP03  ,Own-Brand:Arco,59,EA ,1
