country,rooms,area,street,price,chain,name
Indonesia,,Seminyak,"Jl. Mertanadi, Gang Lima Dua, Kerobokan",0,,Villa Des Sens Bali
Indonesia,,Canggu,Jalan Pura Baru Mejan,0,,Sea Sentosa
Indonesia,,Amed,"Bunutan, Lipah",0,,Bintang Homestay
Indonesia,,Seminyak,"Jalan Petitenget, Villa Lumbung Complek, No.3",0,,The Verandah Bali Villa
Indonesia,,Legian,Jl. Lebak Bene Gg. Senen no 3 Legian,0,,Senen Beach Inn
Indonesia,,Seminyak,Jalan Mertanadi Gang Kubu Alit No.2,0,,Villa Beng Beng Mertanadi
Indonesia,,Tigawasa,"Jl. Raya Temukus, Seririt",0,,Pondok Bali Beachfront Homestay
Indonesia,,Jimbaran,"Pura Dukuh, Kampial",0,,Benian Apartments Nusa Dua
Indonesia,,Kuta,Jalan Kartika Plaza No 9X Kuta 80361 Bali Indonesia,0,,RedDoorz near Lippo Mall Kuta
Indonesia,,Sanur,Jalan tambak Sari gang 4 no.9C,0,,La'Krissie-Hana Villa
Indonesia,,Sanur,Jalan tambak Sari gang rurung no.3,0,,Rurung Villa
Indonesia,,Seminyak,"Jalan Raya Seminyak, Gang Keraton 77B",0,,Villa Ziba
Indonesia,,Ungasan,0,0,,The Hill Ungasan
Indonesia,,Kerobokan,0,0,,The Widyas Bali Villas Kerobokan
Indonesia,,Canggu,Jalan Subak Sari No. 19,0,,Waterfall Villa Canggu Bali
Indonesia,,Canggu,Jalan Subak Sari,0,,Villa Body
Indonesia,,Ungasan,"Jalan Villa Kandara, Banjar Wijaya Kusuma, Ungasan , 80362",0,,Bali Paradise Villa
Indonesia,,Legian,"Jln. Raya Legian Kaja, Gang XXIX Kebun Damai No. 481",0,,Villa Kebun Damai Legians Best Kept Secret
Indonesia,,Seminyak,Jalan Petitenget Gang Villa Kendal No. 1 ,0,,Villa Moon
Indonesia,,Ubud,Jalan Monkey Forest,0,,Rumah Jelita
Indonesia,,Kerobokan,Jalan Merta Agung Gang Jepang Villa No. 3,0,,Villa Luna Kerobokan
Indonesia,,Tua,Jl Drupadi No 20xx Seminyak,0,,Uma Sapna Villa Bali
Indonesia,,Canggu,Jl. Bimasena Gang Eropa No. 5 & 6,0,,Kanaka Villa
Indonesia,,Kuta,"Villa Kuta Regency A-11, Kubu Anyar Street",0,,Lotuss Kuta Villa Regency
Indonesia,,Legian,"Jl. Dewi Sri, Gang Campuhan",0,,Billys Villa Kuta
Indonesia,,Jimbaran,"Jl. Mahoni No.6 , Beranda Mumbul, Nusa Dua, Bali",0,,Villa Beranda Mahoni
Indonesia,,Ungasan,"Jalan By Pass Ngurah Rai, Ruko Segitiga Emas Kav 11-B, Kuta 80361",0,,Chandra Kirana Luxury Villas
Indonesia,,Ababi,"Temega Village - Pekarangan, Near Tirta Gangga, Padangkerta - Karangasem ,Bali",0,,Cabe Bali Karangasem
Indonesia,,Legian,Jalan Goa Lempeh Pecatu Uluwatu 80361 Bali - Denpasar,0,,Khayanga Estate Luxury Villa
Indonesia,,Tabanan,Different locations in Canggu,0,,Sakova Villas Canggu 1
Indonesia,,Canggu,"Jalan Pantai Berawa, Tibebunang",0,,Ariana Homestay
Indonesia,,Canggu,"Jalan Batu Bolong Gang Nyepi No. 1 Echo Beach, Canggu",0,,Villa RonRon
Indonesia,,Seminyak,"Jl. Batu Belig, Gang Gelatik no 8, Kerobokan Kelod",0,,Sakova Villas Seminyak Batu Belig
Indonesia,,Seminyak,Different locations in Seminyak,0,,Sakova Villas Seminyak Petitenget
Indonesia,,Jimbaran,"Petasikan II Street, #100",0,,Green Mangrove Villa
Indonesia,,Kerobokan,Jl. Taman Sari PCV XVII No. 1,0,,The Lapan
Indonesia,,Kerobokan,Jl. Umalas Tunon,0,,Villa Theo Bali
Indonesia,,Sanur,Jl Danau Tandakan No 8,0,,Sanur Scuba Villa
Indonesia,,Kuta,"Kuta Royal D15, Jl. Kubu Anyar ",0,,Ria Bali Resort
Indonesia,,Ubud,Banjar Sembuwuk Desa Pejeng,0,,Agung Cottage Ubud
Indonesia,,Ubud,"Jl. Tirta Tawar, Kutuh",0,,Umarana Retreat and Residence
Indonesia,,Denpasar,Gg Penataran Sari IC no 2,0,,Bali house holiday
Indonesia,,Jimbaran,Jl. Pantai Balangan 100 x,0,,Villa Balangan
Indonesia,,Ubud,Jl. Pratama No 62 Nusa Dua Bali - Indonesia,0,,Puri Tanjung Hotel
Indonesia,,Tua,"Jl. Pantai Suluban, Uluwatu, Bali",0,,Uluwatu Resort
Indonesia,,Tua,"Jalan Yoga Perkanti 4, Jimbaran Bali",0,,VILLA HANANI Central Bali
Indonesia,,Ungasan,Jalan Raya Uluwatu,0,,Villa Indah Ungasan
Indonesia,,Ubud,Jalan Kelaban Moding,0,,Kasa Komala
Indonesia,,Nusa Dua,Jalan Taman Kebo Iwa,0,,Queen Nusa Dua
Indonesia,,Sanur,Jl. Bumi Ayu 13,0,,Villa Bella Sanur
Indonesia,,Ubud,Jl. Tirta Tawar Br. Junjungan,0,,The Ark Villa
Indonesia,,Jimbaran,Jalan Pantai Balangan Jimbaran - Bali,0,,Balangan Village Villa
Indonesia,,Kerobokan,Jalan. Bumbak no.10,0,,Rooms at Villa Gunung
Indonesia,,Sanur,Jalan Danau Toba No 9,0,,Puri Suar Hotel
Indonesia,,Seminyak,"Jalan Astinapura 22, Seminyak",0,,Villa Aliya Bali
Indonesia,,Seminyak,"Jalan Beraban, North Kuta, Badung",0,,Villa Allegra Seminyak
Indonesia,,Jimbaran,Jalan Pantai Jimbaran No. 19,0,,Sakova Villa Kaizen Jimbaran
Indonesia,,Seminyak,Different locations in Seminyak,0,,Sakova Villas Seminyak Laksmana
Indonesia,,Seminyak,Jalan Dewi Saraswati 2 no 27 Banjar Basangkasa,0,,Studio 27 Homely Room
Indonesia,,Legian,Jl. Dewi Sri I,0,,Naga II Villa
Indonesia,,Amed,"Jalan Amed, Purwakerti - Karangasem",0,,Amed Santhi
Indonesia,,Tabanan,Kawasan Wisata Tanah Lot Tabanan Tanah Lot Bali Indonesia,0,,Coco Hotel Bali
Indonesia,,Jimbaran,Jalan I Gusti Ngurah Rai Gang Taman Sari Jimbaran 80363 Indonesia,0,,Vidi Boutique Hotel Bali
Indonesia,,Ubud,Ubud - Bali Indonesia,0,,Puri Padi Hotel
Indonesia,,Tabanan,Pantai Mengening Cemagi Mengwi Badung Indonesia,0,,Alke Villas Spa & Restaurant Bali
Indonesia,,Legian,Jl Werkudara Legian Kaja Kuta Bali Indonesia,0,,Kumala Hotel Bali
Indonesia,,Seminyak,Jl Kunti Gg Mangga No 7 Seminyak Bali Indonesia,0,,White Star Villa Seminyak
Indonesia,,Ungasan,"Jl. Pantai Balagan, Gang Mangga no. 2",0,,Villa Andrea Ungasan
Indonesia,,Nusa Dua,"Jl Taman Sari Gang Pudak No 2, Taman Mumbul",0,,Villa Rosa Nusa Dua
Indonesia,,Bondalem,"Jalan Raya Singaraja-Amlapura, Dusun Tegal Sumaga",0,,Villa Sunrise Beach House on the Ocean
Indonesia,,Ubud,Jl Kartika Plaza Tuban South Kuta,0,,J Boutique Hotel Bali
Indonesia,,Denpasar,"Jalan Yos Sudarso No. 4 Denpasar, Denpasar",0,,Queen Hotel Denpasar
Indonesia,,Canggu,Jalan Canggu Padang Linjong 37 Canggu North Kuta Bali,0,,Jungle Joglo
Indonesia,,Canggu,Jl Raya Canggu tibubeneng,0,,Umawake Residence
Indonesia,,Canggu,Jalan Pura Wates Babakan 12b,0,,Balifornia Suites
Indonesia,,Kerobokan,Jl Umalas Tunon,0,,Villa Lima
Indonesia,,Nusa Lembongan,"Nusa Lembongan Island, Bali 80771.",0,,Waka Nusa
Indonesia,,Ungasan,"Jalan Pantai Balangan, Gang mangga",0,,Villa Kupu Kupu
Indonesia,,Candi Dasa,"Jl. Raya Candidasa, Karangasem",0,,Saputra Bungalows
Indonesia,,Ungasan,"Jl. Melasti, Ungasan",0,,Villa Edenia 5
Indonesia,,Tua,Jl. Raya Keliki Tegallalang Gianyar 80561 Bali Indonesia.,0,,Alam Sari Resort & Spa
Indonesia,,Singaraja,"Jalan Kesanda No 1, Banjar Ceblong, Desa Sudaji",0,,Bali Village Villa
Indonesia,,Ungasan,"Jalan Raya Uluwatu, Kori Nuansa Ungasan blok Angkasa 8 No. 19X",0,,Jero Bukit Private Villa
Indonesia,,Tabanan,"Desa Jatiluwih, Tabanan, Bali Bali",0,,Soka Jatiluwih Villas Tabanan
Indonesia,,Ubud,Desa Buahan Payangan Gianyar 80571,0,,Ubud Hanging
Indonesia,,Ubud,"Jl. Penestanan Kelod, Campuhan ,Bali 80571",0,,Villa Sujati Ubud
Indonesia,,Nusa Dua,Perumahan Wisma Permai Blok D 10,0,,Rumah Wisma Nusa Dua
Indonesia,,Nusa Dua,"Taman Mumbul, Phase II Gg. Dukuah No 2, Kuta Selatan",0,,Avisara Villa
Indonesia,,Dalang,"Jl. Pratama 72; Tanjung Benoa; Nusa Dua 80363, Bali ",0,,CLUB BALI MIRAGE Central Bali
Indonesia,,Sanur,Jl. Kesari No. 31,0,,Luxury Villa Onje Sanur Bali Bpb
Indonesia,,Seminyak,Jalan Drupadi Seminyak,0,,Villa Mertasari
Indonesia,,Nusa Lembongan,Jungut Batu,0,,Minami Bungalow
Indonesia,,Denpasar,Jalan Glogor Carik,0,,Glogor Carik Guest House
Indonesia,,Seminyak,Jl Dewi Saraswati Iii No 89 Seminyak Bali,0,,Villa KamarKamar Bali
Indonesia,,Seminyak,Jalan Petitenget ,0,,Villa Joe Petitenget
Indonesia,,Sanur,Jalan Danau Tondano No. 56,0,,Golden Pineapple Guesthouse
Indonesia,,Kuta,Jl. Popies I,0,,La Inn Kuta
Indonesia,,Legian,Jl. Pandawa No. 2B ,0,,Dedawe Budget Villa Bali
Indonesia,,Ungasan,Jalan Pura Masuka No 8,0,,Bali Hill House
Indonesia,,Ubud,"Tirwa Tawar Street 15 ,Bali 80571",0,,D Legon Villa
Indonesia,,Payangan,"Jl. Banjar Bayad, Payangan ,Bali 80571",0,,Umah Luung Villa Ii
Indonesia,,Ubud,"Jl. Penestanan, Sayan",0,,The Mansion Ubud
Indonesia,,Blahbatuh,"Jalan Masceti, Gianyar - Bali",0,,Taman Pilah Villa
Indonesia,,Kubupenlokan,"Kedisan Kintamani ,Bali 80652",0,,Batur Lakeside Hut Kubupenlokan
Indonesia,,Ubud,Padang Tegal Mekarsari,0,,Citrus Tree Villas - Hutama Ubud
Indonesia,,Seminyak,Jl. Plawa,0,,Rumah Putih Villa Seminyak
Indonesia,,Umeanyar,Jalan Pantai Umeanyar,0,,Villa Zoubi
Indonesia,,Jimbaran,Jl Pantai Pererenan Desa Pererenan Canggu Badung,0,,Fare Ti'i Villa Ti'i Bali Jimbaran
Indonesia,,Pererenan,Jalan Babadan,0,,Ambra Luxury Beachfront Villa
Indonesia,,Kerobokan,Jl.Umalas 1 No.22,0,,Villa Ayu Kerobokan
Indonesia,,Ungasan,"JL Pura Matsuka 12 Ungasan, Gang Bouganville No 2",0,,Villa Safia
Indonesia,,Ungasan,"Jl. Raya Uluwatu, Gg. Cempaka Gading",0,,Cempaka Gading Villa by Premier Hospitality Asia
Indonesia,,Ubud,Br Katiklantang Jln Campuhan III Villa Alke,0,,Amazing Villa Alke's
Indonesia,,Canggu,Jalan Pantai Berawa Gang Pondok Asri,0,,Bali Sweet Villas
Indonesia,,Jimbaran,Jl Danau Tamblingan II No 12,0,,Villa Lovely
Indonesia,,Seminyak,"Jl. Sunset Road, Gang Ratna",0,,Villa Bunga Sunset
Indonesia,,Seminyak,Jalan Raya Seminyak No. 16,0,,Villa Ethnic
Indonesia,,Ubud,Jalan Raya Campuhan,0,,Sari Aktif
