"_type","ambientes","banos","comment","datos_principales","descripción","detail","entrega","exteriores","generales","habitaciones","m2totales","metros","price","servicios","title","ubicación","unidades"
"Inmuebles24Item","","1
		
				Baño","ESTA EN TERCER PISO, EN CALLE CERRADA, TIENE DOS RECÁMARAS, UN BAÑO COMPLETO, ESTANCIA DEL MISMO TAMAÑO QUE LAS RECÁMARAS, SALA COMEDOR Y AREA PARA COCINETA CON BARRA DESAYUNADORA, Y LAVANDERÍA CERRADA.","Departamento
													
Precio Venta
																	
MN 340,000
71m² Superficie de terreno
66m² Superficie construída
2 Recámaras
1 Baño
Antigüedad: de 20 a 50 años","ESTA EN TERCER PISO, EN CALLE CERRADA, TIENE DOS RECÁMARAS, UN BAÑO COMPLETO, ESTANCIA DEL MISMO TAMAÑO QUE LAS RECÁMARAS, SALA COMEDOR Y AREA PARA COCINETA CON BARRA DESAYUNADORA, Y LAVANDERÍA CERRADA.","/propiedades/departamento-en-venta-en-valle-de-infonavit-51522044.html","construidos","","Centros Comerciales Cercanos 
Escuelas Cercanas 
Estado de conservación (Regular)
Piso en el que se encuentra (3)
Número de departamentos (6)","2
			
					Recámaras","_","_","MN 340,000","Gas","Departamento en Venta en Valle de Infonavit","_","_"
"Inmuebles24Item","","3
		
				Baños","Departamentos en PREVENTA, entrega octubre 2017. Ubicación privilegiada en la ciudad de Monterrey dentro de una comunidad de usos mixtos ya funcionando que ofrece todo lo que necesitas a unos pasos de tu hogar. Incluye una plaza comercial con cine, súper, restaurantes, tintorería, bancos, gimnasio, oficinas, hotel y mucho más.   Es una excelente oportunidad de inversión, en un innovador desarrollo, enganche inicial de sólo el 10%. Con un enganche total 20% sin intereses y el 80% restante se paga en octubre 2017, al término de la obra.  Tenemos departamentos acabados de primera que incluyen: duela de ingeniería en recámaras, porcelanato en piso de lavandería, baños, terraza y áreas sociales, pintura y vinílica en muros, cancelería de aluminio, cocina integral, gabinetes de melanina texturizada, cubiertas de granito, tarja, estufa y campana. Puertas de acceso, baños y recámaras en MDF, closets a base de melanina texturizada. Calentador de paso y sink. Luminarias y contactos. Baños con lavabos, inodoro, llaves, accesorios, espejos y muebles vanity de gusto impecable y excelente calidad. Preparación para clima.   Además disfrutarás de una gran variedad de amenidades que incluye alberca y asadores, así como también salón de usos múltiples, hermosas áreas verdes con parques infantiles,","Departamento
													
Precio Venta
																	
MN 3,902,000
114m² Superficie de terreno
114m² Superficie construída
3 Recámaras
3 Baños
2 Estacionamientos
Antigüedad: A estrenar","Departamentos en PREVENTA, entrega octubre 2017. Ubicación privilegiada en la ciudad de Monterrey dentro de una comunidad de usos mixtos ya funcionando que ofrece todo lo que necesitas a unos pasos de tu hogar. Incluye una plaza comercial con cine, súper, restaurantes, tintorería, bancos, gimnasio, oficinas, hotel y mucho más.   Es una excelente oportunidad de inversión, en un innovador desarrollo, enganche inicial de sólo el 10%. Con un enganche total 20% sin intereses y el 80% restante se paga en octubre 2017, al término de la obra.  Tenemos departamentos acabados de primera que incluyen: duela de ingeniería en recámaras, porcelanato en piso de lavandería, baños, terraza y áreas sociales, pintura y vinílica en muros, cancelería de aluminio, cocina integral, gabinetes de melanina texturizada, cubiertas de granito, tarja, estufa y campana. Puertas de acceso, baños y recámaras en MDF, closets a base de melanina texturizada. Calentador de paso y sink. Luminarias y contactos. Baños con lavabos, inodoro, llaves, accesorios, espejos y muebles vanity de gusto impecable y excelente calidad. Preparación para clima.   Además disfrutarás de una gran variedad de amenidades que incluye alberca y asadores, así como también salón de usos múltiples, hermosas áreas verdes con parques infantiles,","/propiedades/departamento-en-venta-monterrey-nuevo-leon-52132560.html","totales","","","3
			
					Recámaras","114 m²
			totales","_","MN 3,902,000","","Departamento en Venta, Monterrey, Nuevo León","_","_"
"Inmuebles24Item","","1
		
				Baño","Empresa dedicada a los remates hipotecarios ante notario y registro público tiene grandes oportunidades para ti desde un 50-70% debajo de su avalúo, Cesiones de derechos con garantía hipotecaria en buenas condiciones NO CREDITOS. Si no sabes que es un remate hipotecario nosotros te explicamos. INVERSIÓN SEGURA, PAGO DE CONTADO.* Las imágenes y descripción aquí presentadas pueden no representar con exactitud la realidad por tener diferencias en relación con la numeración, ubicación y superficies.","Departamento
													
Precio Venta
																	
MN 332,040
100m² Superficie de terreno
45m² Superficie construída
2 Recámaras
1 Baño
Antigüedad: de 5 a 10 años","Empresa dedicada a los remates hipotecarios ante notario y registro público tiene grandes oportunidades para ti desde un 50-70% debajo de su avalúo, Cesiones de derechos con garantía hipotecaria en buenas condiciones NO CREDITOS. Si no sabes que es un remate hipotecario nosotros te explicamos. INVERSIÓN SEGURA, PAGO DE CONTADO.* Las imágenes y descripción aquí presentadas pueden no representar con exactitud la realidad por tener diferencias en relación con la numeración, ubicación y superficies.","/propiedades/remate-hipotecario-en-monterrey-ac-a861-51625343.html","construidos","","","2
			
					Recámaras","_","_","MN 332,040","","Remate Hipotecario en Monterrey (Ac - 1861)","_","_"
"Inmuebles24Item","","2
		
				Baños","PREVENTA. A ENTREGAR Marzo 2018. La altura y la vista que caracteriza a estos departamentos en preventa nos hace recordar la levedad de las nubes y lo sublime de estar cerca del cielo, con una vista de ensueño.    Ubicado en un espacio de 6 hectáreas, éste es un proyecto habitacional conformado por 4 torres, 100% residencial desplantado en un total de 1.8 hectáreas dejando el resto como zona forestal creando un entorno de privacidad y seguridad.    Departamentos de 3 habitaciones. Los departamentos cuentan con una altura interior  de 2,80 metros. Acceso controlado. Más de 280 m2 de amenidades equipadas con asadores, fogatero, juegos infantiles, pet center, bar, terraza y gimnasio. 10 niveles por torre con dos núcleos de elevadores. 2 cajones de estacionamiento por departamento. Vistas panorámicas a la ciudad de Monterrey en todos los departamentos.","Departamento
													
Precio Venta
																	
MN 2,350,000
86m² Superficie de terreno
86m² Superficie construída
2 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: A estrenar","PREVENTA. A ENTREGAR Marzo 2018. La altura y la vista que caracteriza a estos departamentos en preventa nos hace recordar la levedad de las nubes y lo sublime de estar cerca del cielo, con una vista de ensueño.    Ubicado en un espacio de 6 hectáreas, éste es un proyecto habitacional conformado por 4 torres, 100% residencial desplantado en un total de 1.8 hectáreas dejando el resto como zona forestal creando un entorno de privacidad y seguridad.    Departamentos de 3 habitaciones. Los departamentos cuentan con una altura interior  de 2,80 metros. Acceso controlado. Más de 280 m2 de amenidades equipadas con asadores, fogatero, juegos infantiles, pet center, bar, terraza y gimnasio. 10 niveles por torre con dos núcleos de elevadores. 2 cajones de estacionamiento por departamento. Vistas panorámicas a la ciudad de Monterrey en todos los departamentos.","/propiedades/departamento-en-venta-monterrey-nuevo-leon-52132554.html","totales","","","2
			
					Recámaras","86 m²
			totales","_","MN 2,350,000","","Departamento en Venta, Monterrey, Nuevo León","_","_"
"Inmuebles24Item","","2
		
				Baños","DEPARTAMENTO EN EXCELENTE ZONA, AMPLIO Y REMODELADO CERCA DE GALERIAS MONTERREY Y MUY CERCA DE GONZALITOS, POR LO CUAL CON MUY BUENOS ACCESO PARA SALIR HACIA CUALQUIER ZONA, CENTRO, SAN PEDRO, CUMBRES ETC SE ENCUENTRA EN EL PRIMER PISO, TIENE MINISPLIT EN RECAMARAS Y SALA COMEDOR, DOS BAÑOS COMPLETOS JARDIN. INMEJORABLE PRECIO, VEALO EXCELENTE PARA INVERSIONISTAS PUES ESTA ZONA ES MUY RENTABLE","Departamento
													
Precio Venta
																	
MN 1,580,000
98m² Superficie de terreno
98m² Superficie construída
2 Recámaras
2 Baños
1 estacionamiento","DEPARTAMENTO EN EXCELENTE ZONA, AMPLIO Y REMODELADO CERCA DE GALERIAS MONTERREY Y MUY CERCA DE GONZALITOS, POR LO CUAL CON MUY BUENOS ACCESO PARA SALIR HACIA CUALQUIER ZONA, CENTRO, SAN PEDRO, CUMBRES ETC SE ENCUENTRA EN EL PRIMER PISO, TIENE MINISPLIT EN RECAMARAS Y SALA COMEDOR, DOS BAÑOS COMPLETOS JARDIN. INMEJORABLE PRECIO, VEALO EXCELENTE PARA INVERSIONISTAS PUES ESTA ZONA ES MUY RENTABLE","/propiedades/departamento-en-venta-monterrey-nuevo-leon-52132555.html","totales","","","2
			
					Recámaras","98 m²
			totales","_","MN 1,580,000","","Departamento en Venta, Monterrey, Nuevo León","_","_"
"Inmuebles24Item","","3
		
				Baños","VENTA. Hermosos departamentos en preventa, distribuidos en sus 32 niveles, acorde a tus necesidades, van desde 86 hasta 401 m2. La naturaleza de sus parques, lagos y la Sierra Madre Oriental se muestran diariamente en los ventanales como si fueran amplios bastidores que despliegan arte vivo, en la ciudad de Monterrey.    Sus primeros 9 niveles cuentan con un máximo de 7 departamentos por piso y a partir del nivel 12 al 30 se distribuyen solamente 2 departamentos por torre, simplemente un sitio exclusivo para clientes más exigentes. El PH en los pisos 32 y 33 resalta por su amplia distribución, exclusividad e inigualable vista panorámica.  Se entrega en   en obra blanca, pisos, paredes, plafón y puertas.   Para brindar una experiencia de vida integral, incorporamos en nuestras instalaciones amenidades de lujo que atienden a tus necesidades y comodidad:  Salón de Catering 1  Salón de Catering 2  Alberca   Lap Pool  Chapoteadero  Asoleadero  Area de juegos infantiles  Asadores   Areas Verdes   Lounge Bar  Terrazas   Kids Club*  Gimnasio Externo*  *Acceso preferencial","Departamento
													
Precio Venta
																	
MN 4,735,000
180m² Superficie de terreno
180m² Superficie construída
3 Recámaras
3 Baños
3 Estacionamientos
Antigüedad: A estrenar","VENTA. Hermosos departamentos en preventa, distribuidos en sus 32 niveles, acorde a tus necesidades, van desde 86 hasta 401 m2. La naturaleza de sus parques, lagos y la Sierra Madre Oriental se muestran diariamente en los ventanales como si fueran amplios bastidores que despliegan arte vivo, en la ciudad de Monterrey.    Sus primeros 9 niveles cuentan con un máximo de 7 departamentos por piso y a partir del nivel 12 al 30 se distribuyen solamente 2 departamentos por torre, simplemente un sitio exclusivo para clientes más exigentes. El PH en los pisos 32 y 33 resalta por su amplia distribución, exclusividad e inigualable vista panorámica.  Se entrega en   en obra blanca, pisos, paredes, plafón y puertas.   Para brindar una experiencia de vida integral, incorporamos en nuestras instalaciones amenidades de lujo que atienden a tus necesidades y comodidad:  Salón de Catering 1  Salón de Catering 2  Alberca   Lap Pool  Chapoteadero  Asoleadero  Area de juegos infantiles  Asadores   Areas Verdes   Lounge Bar  Terrazas   Kids Club*  Gimnasio Externo*  *Acceso preferencial","/propiedades/departamento-en-venta-monterrey-nuevo-leon-52132556.html","totales","","","3
			
					Recámaras","180 m²
			totales","_","MN 4,735,000","","Departamento en Venta, Monterrey, Nuevo León","_","_"
"Inmuebles24Item","","3
		
				Baños","PRECIO: 2,325,000 PESOS*Amueblado *Cuarto de servicio con baño completoRecámaras amplias e iluminadasLavandería ampliaEspacios abiertos e iluminadosClimatizado con minisplits en todas las áreasClósets incluidos y cocina integralJardín con Juegos (próximamente)Saliendo del Túnel Loma Larga, del lado de Monterreypor la lateral antes de tomar Ave. Morones Prieto. En una ubicación privilegiada muy céntrica, a un lado de un retorno para llegar a San Pedro en menos de 1 minuto.Enfrente construirán unas oficinas muy grandes con comercios que servirán para darle servicios más cercanos a los departamentos y una gran plusvalía.","Departamento
													
Precio Venta
																	
MN 2,325,000
145m² Superficie de terreno
145m² Superficie construída
3 Recámaras
3 Baños
1 Medio baño
Antigüedad: de 5 a 10 años","PRECIO: 2,325,000 PESOS*Amueblado *Cuarto de servicio con baño completoRecámaras amplias e iluminadasLavandería ampliaEspacios abiertos e iluminadosClimatizado con minisplits en todas las áreasClósets incluidos y cocina integralJardín con Juegos (próximamente)Saliendo del Túnel Loma Larga, del lado de Monterreypor la lateral antes de tomar Ave. Morones Prieto. En una ubicación privilegiada muy céntrica, a un lado de un retorno para llegar a San Pedro en menos de 1 minuto.Enfrente construirán unas oficinas muy grandes con comercios que servirán para darle servicios más cercanos a los departamentos y una gran plusvalía.","/propiedades/depa-en-venta-en-lomalta-52131477.html","totales","","","3
			
					Recámaras","145 m²
			totales","_","MN 2,325,000","","Depa en Venta en Lomalta","_","_"
"Inmuebles24Item","","3
		
				Baños","ID:, Excelente y amplio departamento, completamente remodelado, amueblado, cocina, sala, comedor, cuenta con subestación eléctrica, minisplits, un solo dueño, un cajón exclusivo de estacionamiento, ubicación muy accesible cerca de hospitales, restaurantes, tiendas, listo para habitarse o para inversionista que quiera rentar.. Preguntar por Nancy Andrews.","Departamento
													
Precio Venta
																	
MN 2,850,000
210m² Superficie de terreno
210m² Superficie construída
3 Recámaras
3 Baños
1 estacionamiento","ID:Ver datos, Excelente y amplio departamento, completamente remodelado, amueblado, cocina, sala, comedor, cuenta con subestación eléctrica, minisplits, un solo dueño, un cajón exclusivo de estacionamiento, ubicación muy accesible cerca de hospitales, restaurantes, tiendas, listo para habitarse o para inversionista que quiera rentar.. Preguntar por Nancy Andrews.","/propiedades/departamento-en-venta-en-obispado-51493434.html","totales","","","3
			
					Recámaras","210 m²
			totales","_","MN 2,850,000","","Departamento en Venta en Obispado","_","_"
"Inmuebles24Item","","2
		
				Baños","DEPARTAMENTO EN VENTA. Disfruta de la espectacular vista panorámica de la ciudad. Cada departamento tiene una altura libre de 2.95 mts, ofreciendo una gran amplitud y optima iluminación.  Departamentos muy bien distribuidos, para brindarle el mejor confort y estilo de vida a tu familia.  El desarrollo final consta de 4 edificios de 10 pisos cada uno y se distribuyen como sigue: 3 niveles de estacionamiento y 7 niveles de departamentos. A la fecha se han construido los edificios A, B y C.  El costo de la cuota de mantenimiento mensual es de: $ 19.00 pesos por M2 de construcción.   El precio de compra de un departamento incluye 2 cajones de estacionamiento techado, así como una bodega que se ubica en el área de estacionamiento de aproximadamente 3.70 M2. Despierta tus sentidos en estos departamentos en venta, dentro de un desarrollo inmobiliario que cuanto a diseño, elegancia y confort es tu mejor opción en Monterrey.","Departamento
													
Precio Venta
																	
MN 3,842,000
135m² Superficie de terreno
135m² Superficie construída
2 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: 1 año","DEPARTAMENTO EN VENTA. Disfruta de la espectacular vista panorámica de la ciudad. Cada departamento tiene una altura libre de 2.95 mts, ofreciendo una gran amplitud y optima iluminación.  Departamentos muy bien distribuidos, para brindarle el mejor confort y estilo de vida a tu familia.  El desarrollo final consta de 4 edificios de 10 pisos cada uno y se distribuyen como sigue: 3 niveles de estacionamiento y 7 niveles de departamentos. A la fecha se han construido los edificios A, B y C.  El costo de la cuota de mantenimiento mensual es de: $ 19.00 pesos por M2 de construcción.   El precio de compra de un departamento incluye 2 cajones de estacionamiento techado, así como una bodega que se ubica en el área de estacionamiento de aproximadamente 3.70 M2. Despierta tus sentidos en estos departamentos en venta, dentro de un desarrollo inmobiliario que cuanto a diseño, elegancia y confort es tu mejor opción en Monterrey.","/propiedades/departamento-en-venta-monterrey-nuevo-leon-52132553.html","totales","","","2
			
					Recámaras","135 m²
			totales","_","MN 3,842,000","","Departamento en Venta, Monterrey, Nuevo León","_","_"
"Inmuebles24Item","","2
		
				Baños","Preventa de departamentos en Santa María, zona privilegiada por su ubicación, a 5 minutos de Valle, 10 del Centro. Comercios, corporativos, hospitales, escuelas, todo a muy corta distancia. Zona en desarrollo y con la mayor plusvalía de Monterrey. El desarrollo contará con 3 torres de 40 departamentos cada una, desde 73 hasta 121 m2. Departamentos de 121 m2 con 2 ó 3 recámaras, 2 baños, sala/comedor, cocina, lavandería, walk-in clóset y balcón. Se entregan con piso, pintura, puertas interiores y baños. Incluyen 2 estacionamientos techados. El desarrollo incluye amenidades como parque interior, casa club, alberca con chapoteadero, asoleadero, gimnasio, asadores, área infantil, cancha polivalente, pista para caminar y área de mascotas. También contará con seguridad las 24h, acceso controlado, elevadores, detectores de humo, planta de emergencia, etc. Los precios de preventa inician en $2,920,000 (Precio varía de acuerdo a disponibilidad, ubicación y tipo de departamento). Existen facilidades para el pago del enganche y del departamento a su entrega. Los departamentos se entregan a partir de febrero de 2017. No pierdas la oportunidad de adquirir un departmento en la zona de mayor plusvalía y con ubicación privilegiada, para vivir ó como inversión. PREGUNTA POR OTRAS OPCIONES EN DIFERENTES PRECIOS, ZONAS Y CARACTERÍSTICAS.","Departamento
													
Precio Venta
																	
MN 2,920,000
121m² Superficie de terreno
121m² Superficie construída
3 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: En construcción","Preventa de departamentos en Santa María, zona privilegiada por su ubicación, a 5 minutos de Valle, 10 del Centro. Comercios, corporativos, hospitales, escuelas, todo a muy corta distancia. Zona en desarrollo y con la mayor plusvalía de Monterrey. El desarrollo contará con 3 torres de 40 departamentos cada una, desde 73 hasta 121 m2. Departamentos de 121 m2 con 2 ó 3 recámaras, 2 baños, sala/comedor, cocina, lavandería, walk-in clóset y balcón. Se entregan con piso, pintura, puertas interiores y baños. Incluyen 2 estacionamientos techados. El desarrollo incluye amenidades como parque interior, casa club, alberca con chapoteadero, asoleadero, gimnasio, asadores, área infantil, cancha polivalente, pista para caminar y área de mascotas. También contará con seguridad las 24h, acceso controlado, elevadores, detectores de humo, planta de emergencia, etc. Los precios de preventa inician en $2,920,000 (Precio varía de acuerdo a disponibilidad, ubicación y tipo de departamento). Existen facilidades para el pago del enganche y del departamento a su entrega. Los departamentos se entregan a partir de febrero de 2017. No pierdas la oportunidad de adquirir un departmento en la zona de mayor plusvalía y con ubicación privilegiada, para vivir ó como inversión. PREGUNTA POR OTRAS OPCIONES EN DIFERENTES PRECIOS, ZONAS Y CARACTERÍSTICAS.","/propiedades/departamentos-en-preventa-en-santa-maria-ubicacion-51243096.html","totales","Asador 
Estacionamiento de visitas","Elevador(es) (2)
Alberca 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Mascotas 
Acceso tercera edad 
Estado de conservación (Excelente)
M² de jardín (500)","3
			
					Recámaras","121 m²
			totales","_","MN 2,920,000","Gimnasio 
Seguridad privada 
Área de Juegos Infantiles","Departamentos en Preventa en Santa María - Ubicación, Amplitud, Plusvalía","AARON SAENZ, Santa María, Monterrey","_"
"Inmuebles24Item","","2
		
				Baños","Preventa de departamentos en Santa María, zona privilegiada por su ubicación, a 5 minutos de Valle, 10 del Centro. Comercios, corporativos, hospitales, escuelas, todo a muy corta distancia. Zona en desarrollo y con la mayor plusvalía de Monterrey. El desarrollo contará con 3 torres de 40 departamentos cada una, desde 73 hasta 121 m2. Departamentos de 107 m2 con 2 recámaras, 2 baños, sala/comedor, cocina, lavandería, walk-in clóset y balcón (opcional). Se entregan con piso, pintura, puertas interiores y baños. Incluyen 2 estacionamientos techados. El desarrollo incluye amenidades como parque interior, casa club, alberca con chapoteadero, asoleadero, gimnasio, asadores, área infantil, cancha polivalente, pista para caminar y área de mascotas. También contará con seguridad las 24h, acceso controlado, elevadores, detectores de humo, planta de emergencia, etc. Los precios de preventa inician en $2,750,000 (Precio varía de acuerdo a disponibilidad, ubicación y tipo de departamento). Existen facilidades para el pago del enganche y del departamento a su entrega. Los departamentos se entregan a partir de febrero de 2017. No pierdas la oportunidad de adquirir un departmento en la zona de mayor plusvalía y con ubicación privilegiada, para vivir ó como inversión. PREGUNTA POR OTRAS OPCIONES EN DIFERENTES PRECIOS, ZONAS Y CARACTERÍSTICAS.","Departamento
													
Precio Venta
																	
MN 2,750,000
107m² Superficie de terreno
107m² Superficie construída
2 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: En construcción","Preventa de departamentos en Santa María, zona privilegiada por su ubicación, a 5 minutos de Valle, 10 del Centro. Comercios, corporativos, hospitales, escuelas, todo a muy corta distancia. Zona en desarrollo y con la mayor plusvalía de Monterrey. El desarrollo contará con 3 torres de 40 departamentos cada una, desde 73 hasta 121 m2. Departamentos de 107 m2 con 2 recámaras, 2 baños, sala/comedor, cocina, lavandería, walk-in clóset y balcón (opcional). Se entregan con piso, pintura, puertas interiores y baños. Incluyen 2 estacionamientos techados. El desarrollo incluye amenidades como parque interior, casa club, alberca con chapoteadero, asoleadero, gimnasio, asadores, área infantil, cancha polivalente, pista para caminar y área de mascotas. También contará con seguridad las 24h, acceso controlado, elevadores, detectores de humo, planta de emergencia, etc. Los precios de preventa inician en $2,750,000 (Precio varía de acuerdo a disponibilidad, ubicación y tipo de departamento). Existen facilidades para el pago del enganche y del departamento a su entrega. Los departamentos se entregan a partir de febrero de 2017. No pierdas la oportunidad de adquirir un departmento en la zona de mayor plusvalía y con ubicación privilegiada, para vivir ó como inversión. PREGUNTA POR OTRAS OPCIONES EN DIFERENTES PRECIOS, ZONAS Y CARACTERÍSTICAS.","/propiedades/departamentos-en-preventa-en-santa-maria-alberca-51236510.html","totales","Asador 
Estacionamiento de visitas","Elevador(es) (2)
Alberca 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Mascotas 
Acceso tercera edad 
Estado de conservación (Excelente)
M² de jardín (500)","2
			
					Recámaras","107 m²
			totales","_","MN 2,750,000","Gimnasio 
Área de Juegos Infantiles","Departamentos en Preventa en Santa Maria - Alberca, Ubicacion, Plusvalia","AARON SAENZ, Santa María, Monterrey","_"
"Inmuebles24Item","Salón de usos múltiples","2
		
				Baños","Últimos departamentos en venta en Colinas de San Jerónimo/Dinastía, zona privada y exclusiva en Monterrey, cerca de colegios, comercios, escuelas, hospitales, oficinas, etc. Este desarrollo cuenta con 2 torres de departamentos con vistas espectaculares de la ciudad, seguridad 24h, elevadores, alberca, gimnasio, salón de eventos, terrazas, juegos infantiles y múltiples amenidades. Actualmente hay disponibles departamentos de 2 con opción a 3 recámaras, desde 140 m2. Los precios inician en $3,490,000. Hay disponible crédito hipotecario y bancario como opciones para la compra.","Departamento
													
Precio Venta
																	
MN 3,490,000
140m² Superficie de terreno
140m² Superficie construída
2 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: 1 año","Últimos departamentos en venta en Colinas de San Jerónimo/Dinastía, zona privada y exclusiva en Monterrey, cerca de colegios, comercios, escuelas, hospitales, oficinas, etc. Este desarrollo cuenta con 2 torres de departamentos con vistas espectaculares de la ciudad, seguridad 24h, elevadores, alberca, gimnasio, salón de eventos, terrazas, juegos infantiles y múltiples amenidades. Actualmente hay disponibles departamentos de 2 con opción a 3 recámaras, desde 140 m2. Los precios inician en $3,490,000. Hay disponible crédito hipotecario y bancario como opciones para la compra.","/propiedades/ultimos-departamentos-en-colinas-de-san-51247307.html","totales","Asador 
Estacionamiento de visitas","Elevador(es) (2)
Alberca 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Mascotas 
Acceso tercera edad 
Estado de conservación (Excelente)","2
			
					Recámaras","140 m²
			totales","_","MN 3,490,000","Gimnasio 
Seguridad privada 
Área de Juegos Infantiles 
Gas","Ultimos Departamentos en Colinas de San Jeronimo/dinastia - Privacidad, Vista","PUERTA DEL SOL, Dinastía , Monterrey","_"
