"_type","ambientes","areas_sociales","banos","comment","datos_principales","descripción","detail","entrega","exteriores","generales","habitaciones","m2totales","metros","price","servicios","title","ubicación","unidades"
"Inmuebles24Item","Salón de usos múltiples","","1
		
				Baño","Departamento en venta $2,116,423mxn , excelentes acabados, pisos de granito, muros de block que permite aislar ruidos, ventanas con doble cristal y filtro solar, cocina alemana con cubierta de granito. Departamento de 66 m2 cuenta con : Cocina integral , Comedor, Recamara principal con baño y vestidor, Lavanderia, Cocina Integral ,Estancia, Terraza , Acabados de Lujo. Torre LINK es un proyecto multifuncional ubicado en Av. Hidalgo en la colonia Ladrón de Guevara, considerada una de las mejores zonas de la ciudad. Esta torre contará con espacios comerciales, habitacionales y de oficinas. La torre habitacional se compone de 10 niveles. Cada nivel incluye 5 departamentos desde 73 m2 hasta 144 m2. Tiene 9 acogedores departamentos tipo loft de doble altura con un área aproximada de 60 m2. En el piso 4 se localiza el gimnasio, la ludoteca y un área de usos múltiples. En el nivel 10 se encuentra la terraza, BBQ y Sky Bar. Estacionamiento distribuidos en tres sótanos con capacidad de albergar un total de 220 vehículos además de contar con 50 bicipuertos.Se entrega enero 2017","Departamento
													
Precio Venta
																	
MN 2,116,423
66m² Superficie de terreno
66m² Superficie construída
1 recamara
1 Baño
1 Medio baño
1 estacionamiento
Antigüedad: En construcción","Departamento en venta $2,116,423mxn , excelentes acabados, pisos de granito, muros de block que permite aislar ruidos, ventanas con doble cristal y filtro solar, cocina alemana con cubierta de granito. Departamento de 66 m2 cuenta con : Cocina integral , Comedor, Recamara principal con baño y vestidor, Lavanderia, Cocina Integral ,Estancia, Terraza , Acabados de Lujo. Torre LINK es un proyecto multifuncional ubicado en Av. Hidalgo en la colonia Ladrón de Guevara, considerada una de las mejores zonas de la ciudad. Esta torre contará con espacios comerciales, habitacionales y de oficinas. La torre habitacional se compone de 10 niveles. Cada nivel incluye 5 departamentos desde 73 m2 hasta 144 m2. Tiene 9 acogedores departamentos tipo loft de doble altura con un área aproximada de 60 m2. En el piso 4 se localiza el gimnasio, la ludoteca y un área de usos múltiples. En el nivel 10 se encuentra la terraza, BBQ y Sky Bar. Estacionamiento distribuidos en tres sótanos con capacidad de albergar un total de 220 vehículos además de contar con 50 bicipuertos.Se entrega enero 2017","/propiedades/departamento-en-venta-torre-link-av-hidalgo-52150570.html","totales","Estacionamiento de visitas","Elevador(es) (1)
Cocina integral 
Acceso discapacitados","1
			
					recamara","66 m²
			totales","_","MN 2,116,423","","Departamento en Venta Torre Link - Av Hidalgo","_","_"
"Inmuebles24Item","","","2
		
				Baños","Departamento a la venta de 251 metros cuadrados de construcción con hermosa vista panorámica y frente al campo de golf. El departamento cuenta con la siguiente distribución: Con recibidor, medio baño, sala, comedor, cocina, dos recamaras cada una con baño, estar de televisión, cuarto de servicio, área de lavado y bodega. Cochera para 3 autos.Edificio Inteligente cuenta con áreas sociales como son alberca, terraza, jardín, salones de eventos y seguridad 24 horas. Departamentos a la venta desde $695,000.00 dólares","Departamento
													
Precio Venta
																	
U$D 695,000
251m² Superficie de terreno
251m² Superficie construída
2 Recámaras
2 Baños
1 Medio baño
3 Estacionamientos
Antigüedad: de 5 a 10 años","Departamento a la venta de 251 metros cuadrados de construcción con hermosa vista panorámica y frente al campo de golf. El departamento cuenta con la siguiente distribución: Con recibidor, medio baño, sala, comedor, cocina, dos recamaras cada una con baño, estar de televisión, cuarto de servicio, área de lavado y bodega. Cochera para 3 autos.Edificio Inteligente cuenta con áreas sociales como son alberca, terraza, jardín, salones de eventos y seguridad 24 horas. Departamentos a la venta desde $695,000.00 dólares","/propiedades/departamento-a-la-venta-en-torres-myth-51514469.html","totales","","Alberca (1)
Cuartos de servicio (Integrado)
Frente a parque (1)","2
			
					Recámaras","251 m²
			totales","_","U$D 695,000","Aire acondicionado (1)
Cisterna (1)
Calefacción (1)","Departamento a La Venta en Torres Myth","Calle, Fraccionamiento Country Club, Guadalajara","_"
"Inmuebles24Item","Estudio 
Salón de usos múltiples 
Cuarto de TV","","2
		
				Baños","Tre Alberta es un proyecto que se ha planteado desde su inicio ofrecer una torre sustentable, con todas las características de un edificio lleno de estilo y comodidades. No dudes en ponerte en contacto conmigo para brindarte información de este y otros desarrollos similares en Guadalajara.","Departamento
													
Precio Venta
																	
MN 3,740,000
130m² Superficie de terreno
130m² Superficie construída
2 Recámaras
2 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: A estrenar","Tre Alberta es un proyecto que se ha planteado desde su inicio ofrecer una torre sustentable, con todas las características de un edificio lleno de estilo y comodidades. No dudes en ponerte en contacto conmigo para brindarte información de este y otros desarrollos similares en Guadalajara.","/propiedades/departamentos-nuevos-sustentables-frente-al-parque-51763704.html","totales","Estacionamiento de visitas","Elevador(es) (2)
Alberca 
Cuartos de servicio 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Ubicación (Frente)","2
			
					Recámaras","130 m²
			totales","_","MN 3,740,000","Gimnasio 
Aire acondicionado 
Seguridad privada 
Cisterna 
Calentador de agua 
Gas","Departamentos Nuevos Sustentables Frente Al Parque Colomos en Providencia","Calle Alberta 2082, Providencia, Guadalajara","_"
"Inmuebles24Item","Estudio 
Salón de Fiestas 
Salón de usos múltiples 
Cuarto de TV","","2
		
				Baños","Juan Palomar Arias, Prados Providencia, Guadalajara (Latitud Providencia) Precios desde $4,046,942 hasta $9,130,378 M2: 130 hasta 273 Recamaras: 2 y 3 Baños: 2 1/2 , 3 1/2 y 4 1/2 Estacionamientos: 2 y 3 Proyecto que marcará un nuevo estilo de vida. -Exclusivo desarrollo de usos mixtos, la zona de mayor plusvalía en la ciudad de Guadalajara. -Tres torres residenciales -Espectaculares vistas hacia áreas verdes y con diseños innovadores para satisfacer diferentes estilos de vida  Diseñado por Bosco --- Arquitectos Amenidades: >Alberca semi-olímpica. >Gimnasio. >Salones de entretenimiento para niños, jóvenes y adultos. >Sala de cine. >Salas lounge. >Terraza Panorámica. Si requiere de un crédito le recomendamos nuestra área hipotecaria CRINVER  quienes te ayudarán a lograr obtener el inmueble deseado, es una institución reconocida y con amplia experiencia en el mercado inmobiliario. Este servicio que te ofrecemos es totalmente GRATUITO","Departamento
													
Precio Venta
																	
MN 4,046,942
130m² Superficie de terreno
130m² Superficie construída
2 Recámaras
2 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: En construcción","Juan Palomar Arias, Prados Providencia, Guadalajara (Latitud Providencia) Precios desde $4,046,942 hasta $9,130,378 M2: 130 hasta 273 Recamaras: 2 y 3 Baños: 2 1/2 , 3 1/2 y 4 1/2 Estacionamientos: 2 y 3 Proyecto que marcará un nuevo estilo de vida. -Exclusivo desarrollo de usos mixtos, la zona de mayor plusvalía en la ciudad de Guadalajara. -Tres torres residenciales -Espectaculares vistas hacia áreas verdes y con diseños innovadores para satisfacer diferentes estilos de vida  Diseñado por Bosco --- Arquitectos Amenidades: >Alberca semi-olímpica. >Gimnasio. >Salones de entretenimiento para niños, jóvenes y adultos. >Sala de cine. >Salas lounge. >Terraza Panorámica. Si requiere de un crédito le recomendamos nuestra área hipotecaria CRINVER Ver datos quienes te ayudarán a lograr obtener el inmueble deseado, es una institución reconocida y con amplia experiencia en el mercado inmobiliario. Este servicio que te ofrecemos es totalmente GRATUITO","/propiedades/juan-palomar-arias-prados-providencia-jalisco-50905687.html","totales","Estacionamiento de visitas","Elevador(es) (1)
Alberca 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Frente a parque 
Mascotas","2
			
					Recámaras","130 m²
			totales","_","MN 4,046,942","Gimnasio 
Seguridad privada 
Cisterna 
Calentador de agua 
Área de Juegos Infantiles 
Gas 
Calefacción","Juan Palomar Arias, Prados Providencia, Jalisco, Guadalajara","Juan Palomar Arias,, Providencia, Guadalajara","_"
"Inmuebles24Item","","","1
		
				Baño","Departamento Tipo loft de una recámara con vestidor baño muy amplio sala cocina Integral de granito alacena cuatro lavado y lavadero semi nuevo con 3 años de construcción con portón eléctrico y dos estacionamos","Departamento
													
Precio Venta
																	
MN 1,850,000
78m² Superficie de terreno
78m² Superficie construída
1 recamara
1 Baño
2 Estacionamientos
Antigüedad: 3 años","Departamento Tipo loft de una recámara con vestidor baño muy amplio sala cocina Integral de granito alacena cuatro lavado y lavadero semi nuevo con 3 años de construcción con portón eléctrico y dos estacionamos","/propiedades/excelente-departamento-en-chapultepec-52149596.html","totales","Estacionamiento de visitas","Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Estado de conservación (Excelente)
Piso en el que se encuentra (1)","1
			
					recamara","78 m²
			totales","_","MN 1,850,000","Calentador de agua 
Gas","Excelente Departamento en Chapultepec","San Felipe 1430, Americana, Guadalajara","_"
"Inmuebles24Item","","","2
		
				Baños","Excelente Departamento en Torre Cavalia, dentro del Fraccionamiento Country Club, de 177 m2, 3 recámaras, cuarto de TV y cuarto de servicio, bodega en sótano, en piso 8 con vista al campo de golf, listo para entregarse y estrenar en 3 meses.","Departamento
													
Precio Venta
																	
U$D 450,000
177m² Superficie de terreno
177m² Superficie construída
3 Recámaras
2 Baños
Antigüedad: 2 años","Excelente Departamento en Torre Cavalia, dentro del Fraccionamiento Country Club, de 177 m2, 3 recámaras, cuarto de TV y cuarto de servicio, bodega en sótano, en piso 8 con vista al campo de golf, listo para entregarse y estrenar en 3 meses.","/propiedades/torre-cavalia-51795070.html","totales","","","3
			
					Recámaras","177 m²
			totales","_","U$D 450,000","","Torre Cavalia","MAR EGEO 1434, Fraccionamiento Country Club, Guadalajara","_"
"Inmuebles24Item","Estudio","","2
		
				Baños","Departamentos ""nuevos"" de 2 recamaras con 2 baños completos, sala, comedor, cocina, área de lavado, estacionamiento techado, vigilancia las 24 horas, con amenidades de alberca, gimnasio, área infantil, lobby, terrazas jardinadas, elevadores. enfrente del renovado parque alcalde céntricos, cerca de todos los servicios vialidades.","Departamento
													
Precio Venta
																	
MN 1,900,000
85m² Superficie de terreno
85m² Superficie construída
2 Recámaras
2 Baños
1 estacionamiento
Antigüedad: A estrenar","Departamentos ""nuevos"" de 2 recamaras con 2 baños completos, sala, comedor, cocina, área de lavado, estacionamiento techado, vigilancia las 24 horas, con amenidades de alberca, gimnasio, área infantil, lobby, terrazas jardinadas, elevadores. enfrente del renovado parque alcalde céntricos, cerca de todos los servicios vialidades.","/propiedades/excelente-departamento-en-venta-51038972.html","totales","Estacionamiento de visitas","Elevador(es) (1)
Alberca 
Cuartos de servicio 
Frente a parque 
Cocina integral 
Estado de conservación (Excelente)","2
			
					Recámaras","85 m²
			totales","_","MN 1,900,000","Gimnasio 
Aire acondicionado 
Seguridad privada 
Área de Juegos Infantiles","Excelente Departamento en Venta","gabriela mistral # 1092, Alcalde Barranquitas, Guadalajara","_"
"Inmuebles24Item","Salón de usos múltiples","","2
		
				Baños","Si estás buscando algo diferente, cerca de todo y al mejor precio del mercado ¡Esta es tu oportunidad, solo nos quedan uno! Penthouse de 2 plantas, la planta baja a doble altura, con terraza privada, excelente distribución y al mejor precio. (Los muebles no vienen incluidos) Si esta propiedad no es lo que estás buscando en una cita puedo mostrarte las mejores opciones según lo que estés buscando, contáctame, permíteme hacer tu búsqueda mas eficiente. * Amigos asesores con mucho gusto se les envía información solo identifíquense como tal desde que la soliciten, gracias.","Departamento
													
Precio Venta
																	
MN 3,926,000
208m² Superficie de terreno
208m² Superficie construída
3 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: En construcción","Si estás buscando algo diferente, cerca de todo y al mejor precio del mercado ¡Esta es tu oportunidad, solo nos quedan uno! Penthouse de 2 plantas, la planta baja a doble altura, con terraza privada, excelente distribución y al mejor precio. (Los muebles no vienen incluidos) Si esta propiedad no es lo que estás buscando en una cita puedo mostrarte las mejores opciones según lo que estés buscando, contáctame, permíteme hacer tu búsqueda mas eficiente. * Amigos asesores con mucho gusto se les envía información solo identifíquense como tal desde que la soliciten, gracias.","/propiedades/penthouse-nuevo-a-8-minutos-del-country-y-providencia-51494884.html","totales","Estacionamiento de visitas","Elevador(es) (2)
Alberca 
Cuartos de servicio 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Estado de conservación (Excelente)
Piso en el que se encuentra (5)
Número de departamentos (33)","3
			
					Recámaras","208 m²
			totales","_","MN 3,926,000","Seguridad privada 
Cisterna 
Calentador de agua 
Gas","Penthouse Nuevo a 8 Minutos del Country y Providencia","Nicolás Romero 1531, Niños Héroes, Guadalajara","_"
"Inmuebles24Item","Salón de Fiestas","","2
		
				Baños","Ubicadísimo y funcional departamento a 2 cuadras de la Minerva. 2 amplias recámaras con 2 baños completos. Sala / Comedor, Cocina integral con antecomedor. Cuarto de lavado. Pisos de porcelanato de 60 cm y madera en todos los terminados. Cortinas Gabín en excelentes condiciones. 2 cajones de estacionamiento. El edficifio cuenta con vigilancia 24 hrs, elevador, gimnasio, estacionamiento de visitas, terraza de eventos y lobby.","Departamento
													
Precio Venta
																	
MN 3,400,000
Mantenimiento
MN 500
110m² Superficie de terreno
110m² Superficie construída
2 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: de 5 a 10 años","Ubicadísimo y funcional departamento a 2 cuadras de la Minerva. 2 amplias recámaras con 2 baños completos. Sala / Comedor, Cocina integral con antecomedor. Cuarto de lavado. Pisos de porcelanato de 60 cm y madera en todos los terminados. Cortinas Gabín en excelentes condiciones. 2 cajones de estacionamiento. El edficifio cuenta con vigilancia 24 hrs, elevador, gimnasio, estacionamiento de visitas, terraza de eventos y lobby.","/propiedades/exclusivo-departamento-muy-cerca-de-la-minerva-51596829.html","totales","Estacionamiento de visitas","Elevador(es) (1)
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Estado de conservación (Excelente)
Piso en el que se encuentra (3)
Ubicación (Frente)","2
			
					Recámaras","110 m²
			totales","_","MN 3,400,000","Gimnasio 
Seguridad privada 
Calentador de agua 
Gas","Exclusivo Departamento Muy Cerca de La Minerva","Isabel la Católica 36, Fraccionamiento Vallarta Norte, Guadalajara","_"
"Inmuebles24Item","","","2
		
				Baños","El Desarrollo Torre LT se encuentra en una de las mejores zonas del poniente de la ciudad, dentro del Hotel Habita, siendo el primero en la ciudad de Guadalajara, los departamentos cuentan con los servicios que puede ofrecer el hotel, con tarifas especiales para los condóminos. En la zona se pueden encontrar restaurantes, bares, cafés, librerías, hospitales, tiendas de autoservicio, entre otros. Hermosos acabados y una vista excelente, departamento ubicado en el piso 7. Cuenta con 2 recámaras (baño completo), cocina, comedor, sala, terraza, medio baño, lavandería/alacena. Mantenimiento $2,280.00","Departamento
													
Precio Venta
																	
MN 3,650,000
127m² Superficie de terreno
127m² Superficie construída
2 Recámaras
2 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: A estrenar","El Desarrollo Torre LT se encuentra en una de las mejores zonas del poniente de la ciudad, dentro del Hotel Habita, siendo el primero en la ciudad de Guadalajara, los departamentos cuentan con los servicios que puede ofrecer el hotel, con tarifas especiales para los condóminos. En la zona se pueden encontrar restaurantes, bares, cafés, librerías, hospitales, tiendas de autoservicio, entre otros. Hermosos acabados y una vista excelente, departamento ubicado en el piso 7. Cuenta con 2 recámaras (baño completo), cocina, comedor, sala, terraza, medio baño, lavandería/alacena. Mantenimiento $2,280.00","/propiedades/departamento-torre-lt-51080697.html","totales","","","2
			
					Recámaras","127 m²
			totales","_","MN 3,650,000","","Departamento Torre Lt","LERDO DE TEJADA 2320, Lafayette, Guadalajara","_"
